Indicator Name,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Periodicity and timeliness assessment of statistical capacity (scale 0 - 100),,,,,,,,,,80,80,90,93.33333,90,90,80,83.33333,76.66667,76.66666667,76.66666667,66.6667,80,83.3333,83.3333
CPIA trade rating (1=low to 6=high),,,,,,,,,,,,,,,,,,,,,,,,
CPIA public sector management and institutions cluster average (1=low to 6=high),,,,,,,,,,,,,,,,,,,,,,,,
CPIA quality of public administration rating (1=low to 6=high),,,,,,,,,,,,,,,,,,,,,,,,
CPIA gender equality rating (1=low to 6=high),,,,,,,,,,,,,,,,,,,,,,,,
CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),,,,,,,,,,,,,,,,,,,,,,,,
"Trademark applications, resident, by count",,,,,,,,,,80169,83099,77645,83944,99570,94361,104168,122671,120530,132330,127925,130720,137878,159192,176063
Scientific and technical journal articles,,,,,,12783.45,13944.64,16148.98,17585.44,19814.08,22304.02,28348.73,31059.14,35489.96,38551.09,41666.17,44353.74,48282.01,50497.9,52632.41,53064.56,55181.31,58022.38,60147.96
Public private partnerships investment in transport (current US$),996400000,4361300000,3968500000,7808700000,53900000,1616400000,917200000,181000000,172900000,433600000,527400000,653600000,3684700000,10556600000,8497700000,3805100000,6425500000,22147300000,10968100000,33685430000,1727300000,896100000,549600000,1041400000
Investment in transport with private participation (current US$),996400000,4361300000,4048300000,7808700000,53900000,1616400000,932200000,181000000,172900000,433600000,713400000,653600000,3914700000,10556600000,9202700000,3805100000,6425500000,22147300000,10968100000,33749230000,1752800000,896100000,549600000,1041400000
Time required to build a warehouse (days),,,,,,,,,,,,,,,,,,,338.37,338.37,338.37,338.37,338.37,338.37
Other taxes payable by businesses (% of commercial profits),,,,,,,,,,,,,,,,,,,4,4,3.3,3.3,3.3,3.3
Time to prepare and pay taxes (hours),,,,,,,,,,,,,,,,,,,2600,2600,2600,2038,1958,1958
"Time required to start a business, male (days)",,,,,,,,,,,,,,,,,,,86.635,83.585,85.975,82.465,82.465,20.145
"Cost of business start-up procedures, male (% of GNI per capita)",,,,,,,,,,,,,,,,,,,5.9,5.5,4.8,5.2,4.8,4.7
Time required to enforce a contract (days),,,,,,,,,,,,,,,,,,,801.2,801.2,801.2,801.2,801.2,801.2
"Time to import, border compliance (hours)",,,,,,,,,,,,,,,,,,,,51.13043,51.13043,51.13043,51.13043,30
Firms offering formal training (% of firms),,,,,,,,,,,,,,,42.2,,,,,,,,,
Firms visited or required meetings with tax officials (% of firms),,,,,,,,,,,,,,,39,,,,,,,,,
Firms with female top manager (% of firms),,,,,,,,,,,,,,,19.4,,,,,,,,,
Firms competing against unregistered firms (% of firms),,,,,,,,,,,,,,,69.7,,,,,,,,,
"Time to export, documentary compliance (hours)",,,,,,,,,,,,,,,,,,,,30,18,18,12,12
Time required to get electricity (days),,,,,,,,,,,,,,,,,,,115.83,115.83,119.34,128.49,128.49,128.49
Average time to clear exports through customs (days),,,,,,,,,,,,,,,16.4,,,,,,,,,
New businesses registered (number),,,,,,,,,,,,,,,337021,345614,355326,311644,304549,267225,245830,226570,235300,253902
Ease of doing business score (0 = lowest performance to 100 = best performance),,,,,,,,,,,,,,,,,,,,,55.61506,55.22357,55.6207,58.59449
"Human capital index (HCI), male (scale 0-1)",,,,,,,,,,,,,,,,,,,,,,,,
"Human capital index (HCI), female (scale 0-1)",,,,,,,,,,,,,,,,,,,,,,,,
Subsidies and other transfers (current LCU),,,,,,,,,,,,,,,,6.90123E+11,7.82284E+11,8.7783E+11,9.72445E+11,1.09075E+12,1.15355E+12,1.30364E+12,1.41807E+12,1.46396E+12
Other expense (current LCU),,,,,,,,,,,,,,,,28699398612,39723769052,46717839202,54067081179,62478035979,60755099467,63710453060,59364036532,66857604542
Goods and services expense (% of expense),,,,,,,,,,,,,,,,3.286302382,3.038624676,3.009641,3.049390327,2.950458458,2.606078933,2.684888838,2.459048846,2.551001752
"Taxes on income, profits and capital gains (% of total taxes)",,,,,,,,,,,,,,,,46.68174125,48.3111481,47.08723629,47.90286291,49.02006017,49.08464827,52.72476103,51.1938737,50.26090672
Tax revenue (current LCU),,,,,,,,,,,,,,,,5.53717E+11,6.4995E+11,6.90071E+11,7.53107E+11,7.79585E+11,8.17204E+11,8.59552E+11,8.95969E+11,9.76385E+11
Taxes on international trade (current LCU),,,,,,,,,,,,,,,,21082992105,26653026354,31128936153,36978393835,36773041650,38969359133,31447614282,32350158856,40704096042
Taxes on goods and services (% of revenue),,,,,,,,,,,,,,,,23.14945396,23.03912579,22.19124238,21.94275314,21.42778776,20.22816312,18.8932046,20.77281007,20.92416482
"Revenue, excluding grants (% of GDP)",,,,,,,,,,,,,,,,28.99643707,29.10080306,29.66605027,28.65112223,27.37151454,29.2514316,29.67010526,27.82472985,28.58288523
Grants and other revenue (% of revenue),,,,,,,,,,,,,,,,19.31729569,17.09797305,20.26811104,18.45625885,16.94854073,21.80203725,22.52566616,17.26422494,18.9572208
Net investment in nonfinancial assets (% of GDP),,,-0.301421339,-0.002086141,-0.018605375,-0.009324736,-0.01377755,-0.008953936,0.302552776,0.502514516,0.611077298,0.697283635,0.792662345,0.897471615,1.016498648,0.76561693,0.494218494,0.466033556,0.547509183,0.562972894,0.367215117,0.320897501,,
"Central government debt, total (% of GDP)",,,,,,,,,,,,,,,,61.31878046,59.3416583,59.84949,57.22840938,58.45727111,67.53755403,73.41880381,83.66920265,86.60788412
"Intentional homicides, male (per 100,000 male)",38.48884161,43.06343303,44.47381523,45.62591698,46.06254693,48.04714127,50.20936526,51.52800795,52.3678019,48.94345225,47.47500742,48.48835718,46.758,48.56829645,49.2617948,49.49124354,48.92941315,52.52578511,52.47495919,54.86514187,53.11774235,55.65785425,57.46727974,49.84065486
"Internally displaced persons, new displacement associated with conflict and violence (number of cases)",,,,,,,,,,,,,,,,,,,,,,,,
High-technology exports (% of manufactured exports),,,,,,,,,,,,,12.60919975,12.75772476,14.75822065,12.5894529,11.14049999,11.88721333,11.96971682,12.37105526,14.48571488,15.9999584,14.311719,14.74391203
Export value index (2000 = 100),84.37450675,86.6249145,96.1454238,92.78106058,87.10768901,100,105.7470305,109.6514989,132.809617,175.3986382,215.0423902,250.017689,291.4590095,359.1181972,277.5721758,366.3262511,464.5228769,440.0993126,439.1117638,408.3911326,346.7673059,336.0591672,395.0354932,434.087024
Merchandise exports to low- and middle-income economies in Sub-Saharan Africa (% of total merchandise exports),1.817522882,1.86598386,1.691820414,1.804524553,1.5537985,1.403925895,2.090924781,2.561683601,2.570233002,2.729738625,3.349760503,3.541671083,3.636227509,3.534020268,3.721858853,2.477111913,2.640116733,2.721296861,2.544391258,2.210528568,2.167152686,2.049982747,2.072650346,1.613325992
Merchandise exports to low- and middle-income economies in Europe & Central Asia (% of total merchandise exports),1.861355076,1.745866361,2.217173641,2.198734308,2.14034946,1.373146854,2.372160974,2.697330552,2.892469185,2.711730529,3.492291818,3.549892755,3.291503521,3.411368433,2.71481657,2.996517363,2.706665321,2.464450791,2.258866126,2.747689993,2.29897957,2.383726859,2.411245704,2.120103597
Merchandise exports (current US$),46506000000,47747000000,52994000000,51140000000,48013000000,55119000000,58287000000,60439000000,73203000000,96678000000,1.18529E+11,1.37581E+11,1.59816E+11,1.95765E+11,1.51792E+11,2.00434E+11,2.53666E+11,2.39953E+11,2.32544E+11,2.20923E+11,1.86782E+11,1.79526E+11,2.14988E+11,2.3189E+11
Insurance and financial services (% of commercial service exports),16.8692756,7.78850373,12.30808723,10.51152625,7.640045227,8.36159645,6.059211123,7.175152541,5.347440845,4.743159509,4.546696956,6.378022143,7.631041202,7.578534574,7.897323273,7.260666733,8.473966914,8.097760664,8.867759475,4.727724059,5.244774437,4.682580477,4.061342435,3.791398323
Agricultural raw materials exports (% of merchandise exports),5.190341355,3.716305924,3.578962632,3.763963415,4.55053273,4.820086118,4.163495836,3.981769709,4.547900045,4.046788884,3.897915734,3.763570987,3.842906092,3.608609123,3.823364751,3.882939803,3.565907123,3.842069634,3.679592076,4.099104689,4.809224662,4.959097001,4.73548584,5.425975563
Net barter terms of trade index (2000 = 100),110.3773585,108.3333333,114.4230769,114.2857143,103.1578947,100,99.7753485,98.40117544,97.25000194,98.8866955,99.71589304,104.9823954,108.793436,112.6734729,109.1113358,127.2123978,136.6428946,129.3069759,125.7597432,121.4837064,107.3474416,109.9276522,116.2341709,114.7659498
"Computer, communications and other services (% of commercial service imports)",20.6063369,26.95238876,24.18845967,28.57661306,35.24495173,38.30183529,42.70133393,44.52570524,48.92120737,44.45117292,47.01193027,45.98444971,43.55587113,43.76716156,47.86728833,47.93098641,46.48266937,48.36734121,47.0816588,50.41496904,55.90376632,58.38396719,54.38994976,53.14650922
"Merchandise imports by the reporting economy, residual (% of total merchandise imports)",3.855068926,3.786425203,3.77542598,2.64032855,3.073917986,3.759471613,3.117998826,2.667027421,2.385653225,1.711120643,1.548557056,1.008850712,0.482317115,0.487776171,0.612370975,0.938689066,1.141294484,0.902513356,1.101492599,1.022632391,0.858623241,0.508322516,0.376583861,3.115393354
Merchandise imports from low- and middle-income economies in Latin America & the Caribbean (% of total merchandise imports),14.92994112,16.47356154,16.69484178,16.91953637,14.31703275,15.54309045,14.22330407,13.75602001,13.67523904,12.74306643,12.54139624,13.48351701,13.24188483,12.7373809,13.70817195,13.03871881,12.84616904,13.57340251,13.02711605,12.45575983,12.139739,12.8855492,12.89564776,12.59845758
Merchandise imports from high-income economies (% of total merchandise imports),72.46180947,69.41033595,69.84280726,72.14345254,72.76605398,68.55212076,70.15751181,68.79427474,66.45395442,63.30493468,62.62491736,60.50695501,57.75803386,56.92705965,58.73612916,57.3934646,55.34479463,55.22811894,54.67104433,53.67931131,54.97854164,58.43474279,55.60250668,52.11901257
Manufactures imports (% of merchandise imports),71.0537747,69.99709128,73.97802348,76.42589995,75.89382474,73.52340036,76.13585211,74.20706043,72.48509656,71.29278843,71.92385231,70.18780387,69.6475929,69.57464608,74.70604687,73.42590505,71.55764977,72.55840822,71.77281954,71.05714235,74.79800627,75.84984132,74.49589505,74.94609716
Food imports (% of merchandise imports),10.71233152,10.76087589,9.07604208,9.656229027,7.889966833,6.574001474,5.695526917,6.707175158,7.012974065,4.821990322,4.361097109,4.483008047,4.683514339,4.481453481,5.31270463,4.682989253,4.595665157,4.844423499,4.982718623,4.980004349,5.213134075,7.42536207,6.321494116,5.384476441
"Tariff rate, applied, weighted mean, primary products (%)",6.49,7.6,6.96,9.12,5.28,6.41,4.37,4.18,3.93,1.79,1.52,1.22,1.13,1.13,1.48,1.42,1.37,1.4,2.99,1.59,2.02,2.48,2.88,2.54
"Share of tariff lines with international peaks, primary products (%)",24.57718,19.98002,19.57209,29.47523,11.1238,26.36415,27.41373,27.93666,27.13847,21.70295,13.63304,13.102,13.35785,13.35674,13.08208,12.78383,13.52216,14.086,16.98297,14.66512,15.29826,15.43406,16.28034,16.21622
"Tariff rate, applied, weighted mean, all products (%)",10.97,14.83,14,15.94,12.31,12.69,10.47,10.01,9.53,7.67,7.17,6.7,6.77,6.74,7.59,7.76,7.84,7.76,10.08,7.79,8.27,8.01,8.59,7.95
"Share of tariff lines with international peaks, all products (%)",42.69305,45.72871,45.74,59.09689,24.17611,57.47601,45.77842,45.0433,44.05417,37.64192,27.74958,25.54869,26.47801,26.3877,26.3968,26.67794,27.52846,28.02613,30.72899,27.94946,27.61372,27.4411,28.29957,28.15164
"Tariff rate, applied, weighted mean, manufactured products (%)",12.8,17.39,16.49,18.04,14.55,14.94,12.38,12.04,11.65,10.05,9.38,9.04,9.14,9.12,9.53,9.99,10.36,10.1,12.8,10.26,10.26,9.65,10.01,9.25
"Share of tariff lines with international peaks, manufactured products (%)",44.56746,48.20919,48.25394,61.75445,25.23176,59.92148,47.12253,46.32043,45.3313,38.83799,28.75435,26.46226,27.41669,27.31863,27.33989,27.69222,28.54526,29.03679,31.7196,28.93011,28.53347,28.3372,29.18521,29.01665
Merchandise trade (% of GDP),13.0818458,12.31476303,13.27390664,12.94321817,16.63992641,17.35636806,20.83407511,21.60934033,22.22814528,24.37061374,21.99981618,21.18286976,20.60913502,22.38946219,17.22655021,17.81986747,18.82010943,19.2827837,19.6063023,18.7983387,20.37726507,18.08620423,18.45609636,22.15658528
"International tourism, receipts for travel items (current US$)",972000000,718000000,977000000,1317000000,1626000000,1810000000,1731000000,1998000000,2479000000,3222000000,3861000000,4316000000,4953000000,5785000000,5305000000,5261000000,6095000000,6378000000,6474000000,6843000000,5844000000,6024000000,5809000000,5921000000
"International tourism, receipts (current US$)",1085000000,744000000,1025000000,1398000000,1718000000,1969000000,1844000000,2142000000,2673000000,3389000000,4168000000,4577000000,5284000000,6109000000,5635000000,5522000000,6370000000,6623000000,6784000000,7405000000,6254000000,6613000000,6175000000,6324000000
Urban population (% of total population),77.61,78.302,79.048,79.781,80.496,81.192,81.553,81.88,82.203,82.521,82.834,83.143,83.448,83.749,84.044,84.335,84.631,84.923,85.209,85.492,85.77,86.042,86.309,86.569
Rural population growth (annual %),-1.546464749,-1.608967974,-1.998447768,-2.092795146,-2.18009689,-2.266954871,-0.617359074,-0.5257059,-0.612968048,-0.663582221,-0.689746256,-0.739114444,-0.793877848,-0.847965868,-0.878802894,-0.901181005,-0.979055214,-1.017865027,-1.046804359,-1.074033358,-1.088786788,-1.118703784,-1.139151008,-1.12355296
"Completeness of birth registration, urban (%)",,,,,,,,,,,,,,,,,,,,,,,,
"Population, male (% of total population)",49.63154402,49.61394175,49.59650027,49.57896701,49.56093329,49.53800374,49.51028938,49.48205914,49.45461483,49.42754991,49.40204393,49.37878786,49.3570023,49.33752159,49.31990326,49.302319,49.28519674,49.26893626,49.25367672,49.2408131,49.22733692,49.20941587,49.19164081,49.17739209
"Population, total",163515328,166037122,168546707,171039804,173486281,175873720,178211881,180476685,182629278,184722043,186797334,188820682,190779453,192672317,194517549,196353492,198185302,199977707,201721767,203459650,205188205,206859578,208504960,210166592
"Age dependency ratio, young (% of working-age population)",52.45644817,51.16680425,49.8730139,48.60222876,47.35755575,46.13825893,44.96027037,43.81615487,42.69897341,41.64143726,40.66333446,39.73906042,38.84943076,37.96999238,37.09334676,36.22435084,35.3708067,34.53760131,33.72009394,32.97324105,32.32620183,31.71187852,31.14651759,30.69208149
"Population ages 80 and above, male (% of male population)",0.590715818,0.600220486,0.609765609,0.619623751,0.630198943,0.640046246,0.650242633,0.662840725,0.678118855,0.695801848,0.716149565,0.738573536,0.762224397,0.787739319,0.81361854,0.838193489,0.862141015,0.886598581,0.91323231,0.943386485,0.974412206,1.006238654,1.043975041,1.08842823
"Population ages 70-74, male (% of male population)",1.318663167,1.347250367,1.374199774,1.398712561,1.42000388,1.437819387,1.454074813,1.47010567,1.486461153,1.504267404,1.525935787,1.555581293,1.593535895,1.638751477,1.690504866,1.743992233,1.79392195,1.838802603,1.878709899,1.914737184,1.947991811,1.97705738,2.011228532,2.061718698
"Population ages 65 and above, male (% of male population)",4.584972747,4.654541759,4.725504929,4.796829779,4.868310502,4.936732971,5.009568505,5.093648513,5.188521149,5.29417354,5.410294724,5.535543639,5.666163941,5.801793822,5.940597795,6.078705742,6.213628706,6.355388933,6.51898318,6.71436497,6.927578741,7.141743764,7.366041371,7.603741374
"Population ages 65-69, male (% of male population)",1.873163183,1.890264742,1.906187589,1.920962814,1.936367764,1.954145311,1.979558878,2.014941047,2.059195854,2.112005345,2.16914077,2.224454232,2.275001412,2.320112436,2.359899452,2.396590852,2.429365555,2.467693362,2.525449866,2.610020121,2.713877899,2.8267378,2.942564043,3.052178721
"Population ages 55-59, male (% of male population)",3.008326671,3.065584795,3.116393296,3.159123638,3.194676245,3.227062425,3.255362963,3.291983349,3.354996957,3.452366252,3.574324557,3.709221103,3.847383036,3.975402459,4.086112027,4.187342185,4.292226639,4.401834407,4.517403749,4.63659969,4.756593738,4.877205414,4.995715411,5.107108645
"Population ages 45-49, male (% of male population)",4.485244057,4.630232955,4.776753674,4.907235153,5.014665959,5.111733457,5.214689665,5.323637612,5.439808242,5.559714057,5.680018837,5.80056829,5.918490708,6.029200804,6.125863229,6.199879534,6.247814682,6.271116507,6.273236064,6.265636949,6.265205035,6.2806246,6.314054008,6.367188412
"Population ages 35-39, male (% of male population)",6.820731997,6.927759691,7.029255633,7.120024828,7.194149038,7.244206683,7.266665146,7.262740714,7.236780718,7.201863787,7.175891242,7.167137377,7.179845238,7.21763812,7.268048664,7.324567805,7.395140341,7.480971514,7.579355976,7.691586797,7.813224327,7.936161315,8.050909722,8.145809476
"Population ages 25-29, male (% of male population)",8.476820935,8.42278695,8.39290372,8.391296592,8.404990869,8.42860432,8.471061318,8.532445684,8.609472401,8.703821862,8.807996506,8.909527896,9.00187742,9.075370825,9.120659221,9.131650114,9.104366987,9.045289657,8.959531762,8.851806737,8.731359692,8.610989761,8.488646956,8.373199784
Population ages 15-64 (% of total population),62.3295654,62.79183892,63.26259878,63.73180235,64.19830655,64.66220242,65.11151362,65.5469864,65.97198862,66.36963651,66.72976732,67.06444239,67.38415055,67.70095493,68.01910831,68.33735328,68.65051299,68.94884681,69.22596088,69.44446585,69.59600919,69.7265502,69.82409723,69.85458048
